epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,2760.4,1.16006,1.63484,1.55976,0.62573,0.6721,0.62425,0.44206,0.96816,1.69248,1.35512,0.00995173,0.00995173,0.00995173
16,2942,1.14751,1.62369,1.54736,0.7045,0.66836,0.71701,0.49793,0.95013,1.18431,1.34906,0.0099446,0.0099446,0.0099446
17,3123.89,1.13832,1.62228,1.5426,0.70116,0.65057,0.70048,0.51128,0.94664,1.24479,1.35705,0.00993698,0.00993698,0.00993698
18,3305.82,1.12602,1.58355,1.53735,0.75463,0.65673,0.73001,0.50109,0.98946,1.19634,1.37267,0.00992888,0.00992888,0.00992888
19,3488.58,1.1165,1.55241,1.5271,0.71181,0.68992,0.73387,0.52004,0.95853,1.23126,1.35955,0.00992029,0.00992029,0.00992029
20,3670.29,1.11159,1.53652,1.51423,0.76864,0.66391,0.7373,0.5298,0.9187,1.14586,1.29516,0.00991122,0.00991122,0.00991122
21,3852.02,1.11802,1.52375,1.52268,0.84018,0.65511,0.74563,0.54884,0.8952,1.13538,1.26952,0.00990166,0.00990166,0.00990166
22,4033.51,1.09228,1.51013,1.50616,0.77034,0.6999,0.75059,0.54415,0.91183,1.11404,1.29509,0.00989163,0.00989163,0.00989163
23,4215.3,1.09051,1.48946,1.5022,0.76836,0.68997,0.73458,0.53637,0.92427,1.11216,1.33138,0.00988111,0.00988111,0.00988111
24,4396.9,1.09138,1.4893,1.50968,0.78516,0.70122,0.74164,0.53204,0.90732,1.08901,1.30194,0.0098701,0.0098701,0.0098701
25,4578.56,1.06201,1.44816,1.48512,0.77216,0.72028,0.7662,0.56528,0.87234,1.07011,1.28168,0.00985862,0.00985862,0.00985862
26,4759.75,1.06711,1.43727,1.48543,0.70701,0.70159,0.7245,0.53213,0.91646,1.10851,1.30351,0.00984667,0.00984667,0.00984667
27,4942.07,1.06385,1.43997,1.48287,0.79001,0.78661,0.79425,0.59235,0.85257,0.99667,1.25495,0.00983423,0.00983423,0.00983423
28,5126.9,1.0752,1.44437,1.49026,0.76627,0.76938,0.79871,0.59521,0.83075,0.92491,1.21839,0.00982132,0.00982132,0.00982132
29,5312.52,1.05917,1.4017,1.47396,0.75486,0.74305,0.7751,0.57035,0.8409,0.96796,1.23168,0.00980794,0.00980794,0.00980794
30,5494.77,1.05344,1.38316,1.47268,0.81585,0.67295,0.76899,0.5702,0.85567,1.00962,1.2353,0.00979408,0.00979408,0.00979408
31,5676.51,1.04117,1.38115,1.45923,0.74636,0.7173,0.73834,0.55307,0.869,1.04225,1.24427,0.00977975,0.00977975,0.00977975
32,5857.92,1.04821,1.36803,1.46876,0.77521,0.72022,0.78784,0.57453,0.84323,0.99582,1.24157,0.00976496,0.00976496,0.00976496
33,6039.56,1.03843,1.3602,1.46479,0.77068,0.76774,0.79129,0.59148,0.84219,0.96225,1.24346,0.00974969,0.00974969,0.00974969
34,6221.14,1.03114,1.35393,1.45714,0.83306,0.76515,0.81782,0.60991,0.82389,0.90734,1.21922,0.00973396,0.00973396,0.00973396
35,6406.05,1.02272,1.32718,1.44909,0.82305,0.6931,0.79043,0.60197,0.8223,0.9198,1.21438,0.00971777,0.00971777,0.00971777
36,6590.65,1.02866,1.31895,1.44612,0.81111,0.74759,0.81176,0.62103,0.81115,0.88467,1.19887,0.00970111,0.00970111,0.00970111
37,6772.31,1.03839,1.33188,1.45659,0.75466,0.74877,0.76796,0.57426,0.81944,1.02672,1.22769,0.00968399,0.00968399,0.00968399
38,6953.77,1.03508,1.31982,1.45783,0.84372,0.67971,0.78597,0.6078,0.80095,0.98415,1.21042,0.00966642,0.00966642,0.00966642
39,7135.18,1.02719,1.30778,1.45283,0.8082,0.77245,0.81884,0.62196,0.79019,0.83987,1.18303,0.00964838,0.00964838,0.00964838
40,7316.75,1.02411,1.30075,1.4463,0.77078,0.77699,0.79021,0.60365,0.80668,0.92524,1.21604,0.0096299,0.0096299,0.0096299
41,7498.22,1.01325,1.28879,1.44234,0.84812,0.72825,0.80771,0.61318,0.77568,0.86682,1.19154,0.00961095,0.00961095,0.00961095
42,7680,1.01392,1.28284,1.43448,0.82706,0.74519,0.81637,0.61815,0.80253,0.86608,1.18752,0.00959156,0.00959156,0.00959156
43,7861.73,0.99756,1.27493,1.43262,0.85091,0.7655,0.82927,0.6289,0.78651,0.86043,1.17206,0.00957172,0.00957172,0.00957172
44,8043.23,0.99578,1.26453,1.42949,0.83696,0.7397,0.82483,0.62906,0.78076,0.81717,1.16525,0.00955143,0.00955143,0.00955143
45,8224.64,0.99855,1.24574,1.42768,0.81672,0.77862,0.81838,0.62824,0.78781,0.80565,1.1776,0.0095307,0.0095307,0.0095307
46,8405.89,0.99169,1.24581,1.42718,0.86012,0.75975,0.83438,0.6378,0.78913,0.80008,1.17945,0.00950953,0.00950953,0.00950953
47,8587.9,0.9946,1.2564,1.4239,0.85109,0.76163,0.8314,0.63021,0.77448,0.82591,1.1767,0.00948792,0.00948792,0.00948792
48,8769.63,1.00157,1.24976,1.43028,0.83042,0.7761,0.83361,0.64435,0.77808,0.84269,1.17428,0.00946587,0.00946587,0.00946587
49,8951.09,0.99583,1.22409,1.42572,0.82488,0.79019,0.83463,0.64007,0.77708,0.79795,1.17072,0.00944338,0.00944338,0.00944338
50,9132.45,0.98535,1.20796,1.42174,0.8678,0.79793,0.86246,0.64535,0.79933,0.7611,1.19479,0.00942046,0.00942046,0.00942046
51,9313.96,0.97171,1.20463,1.40623,0.88868,0.73331,0.8438,0.65059,0.76743,0.75271,1.15839,0.00939711,0.00939711,0.00939711
52,9495.08,0.97144,1.20041,1.41138,0.8639,0.78912,0.84763,0.65648,0.76375,0.79342,1.15302,0.00937334,0.00937334,0.00937334
53,9676.61,0.98806,1.21574,1.41891,0.84095,0.77626,0.83115,0.63487,0.78285,0.82392,1.181,0.00934914,0.00934914,0.00934914
54,9858.03,0.97506,1.21388,1.41491,0.87655,0.76176,0.83451,0.63508,0.7691,0.80043,1.16505,0.00932452,0.00932452,0.00932452
55,10039.6,0.97542,1.19649,1.41363,0.86119,0.79522,0.86004,0.66177,0.75661,0.78521,1.14776,0.00929948,0.00929948,0.00929948
56,10221,0.95757,1.17775,1.40036,0.88793,0.79541,0.86692,0.65674,0.77385,0.72171,1.16313,0.00927402,0.00927402,0.00927402
57,10402.7,0.95874,1.16693,1.39528,0.90508,0.73694,0.84522,0.65248,0.75172,0.80251,1.15255,0.00924815,0.00924815,0.00924815
58,10584.5,0.96259,1.16206,1.39373,0.8905,0.78168,0.87224,0.6664,0.74903,0.70285,1.13154,0.00922186,0.00922186,0.00922186
59,10766.4,0.95145,1.15648,1.39037,0.86143,0.83496,0.87961,0.67958,0.74983,0.68644,1.14849,0.00919517,0.00919517,0.00919517
60,10948.3,0.96556,1.15781,1.39871,0.87412,0.75488,0.84455,0.65167,0.75064,0.8089,1.14685,0.00916808,0.00916808,0.00916808
61,11130.1,0.94172,1.15597,1.38696,0.87322,0.78188,0.8564,0.67195,0.74909,0.74008,1.14331,0.00914058,0.00914058,0.00914058
62,11311.5,0.94927,1.13921,1.3902,0.87409,0.79711,0.8581,0.66642,0.73036,0.73631,1.12185,0.00911268,0.00911268,0.00911268
63,11493.5,0.94501,1.13192,1.37961,0.87654,0.80201,0.86301,0.67106,0.73709,0.7125,1.13065,0.00908438,0.00908438,0.00908438
64,11675,0.92596,1.1148,1.38042,0.87133,0.80679,0.86924,0.6797,0.73277,0.67951,1.1303,0.0090557,0.0090557,0.0090557
65,11856.9,0.95701,1.13192,1.39329,0.85049,0.78986,0.86066,0.66994,0.72332,0.73604,1.11294,0.00902662,0.00902662,0.00902662
66,12038.8,0.95033,1.12815,1.38079,0.86889,0.79502,0.8668,0.67732,0.73705,0.70419,1.12306,0.00899716,0.00899716,0.00899716
67,12221,0.95765,1.12257,1.39108,0.86584,0.79964,0.86506,0.66658,0.74181,0.70793,1.136,0.00896731,0.00896731,0.00896731
68,12404.2,0.92607,1.08502,1.37352,0.88823,0.78856,0.86232,0.66489,0.73377,0.69472,1.12129,0.00893708,0.00893708,0.00893708
69,12588.4,0.92358,1.08887,1.37068,0.91328,0.75844,0.85857,0.6586,0.73756,0.72788,1.12514,0.00890648,0.00890648,0.00890648
70,12771.4,0.93804,1.10563,1.3789,0.89679,0.75626,0.85622,0.66958,0.73086,0.73162,1.13013,0.0088755,0.0088755,0.0088755
71,12953.4,0.93072,1.08584,1.37266,0.85079,0.80637,0.85962,0.67325,0.72765,0.70548,1.11758,0.00884415,0.00884415,0.00884415
72,13137,0.92397,1.08759,1.36592,0.84006,0.80595,0.86308,0.67573,0.71621,0.70581,1.11304,0.00881244,0.00881244,0.00881244
73,13322.1,0.93457,1.08057,1.37365,0.89387,0.78101,0.87077,0.68138,0.72378,0.68105,1.11341,0.00878036,0.00878036,0.00878036
74,13504.7,0.91749,1.0871,1.36414,0.92475,0.79746,0.88166,0.68454,0.72499,0.69169,1.12003,0.00874792,0.00874792,0.00874792
75,13687,0.92451,1.07582,1.36541,0.90356,0.80875,0.88677,0.69372,0.72066,0.68807,1.11536,0.00871513,0.00871513,0.00871513
76,13868.9,0.93561,1.09025,1.37463,0.91252,0.78427,0.87417,0.68744,0.7243,0.6777,1.11537,0.00868198,0.00868198,0.00868198
77,14050.8,0.92609,1.07902,1.36773,0.87253,0.8016,0.87287,0.68441,0.72669,0.68469,1.11567,0.00864849,0.00864849,0.00864849
78,14232.9,0.91751,1.04874,1.35542,0.88653,0.81961,0.87868,0.6834,0.7302,0.66972,1.11773,0.00861464,0.00861464,0.00861464
79,14414.8,0.91917,1.06665,1.36878,0.88541,0.82914,0.87784,0.69022,0.70795,0.64672,1.10426,0.00858046,0.00858046,0.00858046
80,14597.2,0.92726,1.05979,1.36582,0.90296,0.79304,0.872,0.67953,0.72442,0.66978,1.11061,0.00854594,0.00854594,0.00854594
81,14779.3,0.91514,1.0646,1.36329,0.88126,0.82286,0.88293,0.68283,0.71727,0.65502,1.10946,0.00851109,0.00851109,0.00851109
82,14961.3,0.88589,1.02172,1.34006,0.91762,0.80607,0.88392,0.68981,0.71291,0.65352,1.10471,0.0084759,0.0084759,0.0084759
83,15143.2,0.90308,1.03028,1.35739,0.8755,0.83618,0.8884,0.69111,0.72428,0.62681,1.11373,0.00844039,0.00844039,0.00844039
84,15325.1,0.90443,1.03902,1.35415,0.88595,0.82074,0.88136,0.69133,0.71752,0.66502,1.11378,0.00840456,0.00840456,0.00840456
85,15507.1,0.91164,1.04143,1.35617,0.90464,0.81393,0.88517,0.69866,0.71056,0.64593,1.10477,0.00836841,0.00836841,0.00836841
86,15689.1,0.91066,1.0367,1.3523,0.88946,0.79922,0.87212,0.68806,0.713,0.67381,1.1081,0.00833194,0.00833194,0.00833194
87,15871.1,0.91122,1.03357,1.35562,0.90724,0.79954,0.87793,0.68849,0.70362,0.65492,1.10026,0.00829517,0.00829517,0.00829517
88,16053.2,0.90346,1.02792,1.35437,0.88529,0.83707,0.88945,0.69271,0.71488,0.64413,1.11598,0.00825808,0.00825808,0.00825808
89,16235.4,0.89254,1.01224,1.34467,0.91022,0.81474,0.88979,0.69531,0.70365,0.63758,1.11154,0.0082207,0.0082207,0.0082207
90,16417.5,0.90983,1.02652,1.35127,0.89095,0.79894,0.87594,0.68738,0.72054,0.65057,1.121,0.00818301,0.00818301,0.00818301
91,16599.8,0.87897,0.99282,1.33324,0.89799,0.80854,0.87825,0.69261,0.71455,0.65309,1.10891,0.00814503,0.00814503,0.00814503
92,16781.8,0.8967,0.99738,1.3421,0.86987,0.82862,0.87207,0.69206,0.71302,0.65133,1.11239,0.00810677,0.00810677,0.00810677
93,16963.7,0.88023,0.99052,1.33315,0.90439,0.81577,0.88982,0.69419,0.72095,0.62704,1.11521,0.00806821,0.00806821,0.00806821
94,17145.8,0.8862,1.00017,1.34077,0.89325,0.82254,0.89184,0.69927,0.71162,0.61916,1.10995,0.00802938,0.00802938,0.00802938
95,17327.9,0.88379,1.01088,1.34502,0.89074,0.83048,0.89152,0.70276,0.70802,0.62134,1.10431,0.00799026,0.00799026,0.00799026
96,17510.3,0.88697,0.99962,1.33935,0.90504,0.83109,0.88744,0.69662,0.71732,0.61993,1.10791,0.00795088,0.00795088,0.00795088
97,17692.5,0.89194,1.00509,1.34573,0.90672,0.83939,0.8852,0.69564,0.71127,0.61784,1.10551,0.00791122,0.00791122,0.00791122
98,17874.5,0.88781,1.00324,1.34298,0.90139,0.81913,0.88459,0.69837,0.70114,0.61485,1.09881,0.0078713,0.0078713,0.0078713
99,18056.4,0.87921,0.97694,1.33045,0.9132,0.83727,0.89313,0.70187,0.69812,0.59497,1.09789,0.00783112,0.00783112,0.00783112
100,18238.5,0.88846,1.00075,1.33808,0.90203,0.82585,0.88732,0.69864,0.70058,0.61281,1.09767,0.00779069,0.00779069,0.00779069
101,18420.7,0.88605,0.99114,1.33771,0.8937,0.82056,0.88525,0.69539,0.69163,0.62933,1.08916,0.00775,0.00775,0.00775
102,18602.9,0.87147,0.96427,1.33311,0.88257,0.82606,0.88627,0.69371,0.69571,0.63283,1.09453,0.00770907,0.00770907,0.00770907
103,18785.4,0.88156,0.9699,1.33174,0.88784,0.82468,0.8866,0.69656,0.70039,0.63938,1.09884,0.00766789,0.00766789,0.00766789
104,18967.4,0.86765,0.95823,1.3254,0.91012,0.80734,0.88487,0.691,0.69555,0.63073,1.09387,0.00762648,0.00762648,0.00762648
105,19149.4,0.86912,0.9757,1.32939,0.8762,0.84449,0.89118,0.69472,0.68896,0.61594,1.08589,0.00758483,0.00758483,0.00758483
106,19331.1,0.86228,0.94977,1.31986,0.87168,0.81717,0.88239,0.69203,0.69373,0.63348,1.09156,0.00754296,0.00754296,0.00754296
107,19513.6,0.87179,0.96761,1.33184,0.87823,0.83999,0.88605,0.69618,0.69503,0.63073,1.09247,0.00750086,0.00750086,0.00750086
108,19695.5,0.86593,0.9618,1.32366,0.87226,0.82811,0.88007,0.69661,0.69371,0.62938,1.09124,0.00745854,0.00745854,0.00745854
109,19877.5,0.86712,0.9517,1.32006,0.89754,0.83517,0.8821,0.69654,0.6896,0.61585,1.08757,0.00741601,0.00741601,0.00741601
110,20059.6,0.85458,0.9424,1.31094,0.88114,0.85146,0.88487,0.69898,0.68444,0.59779,1.08495,0.00737326,0.00737326,0.00737326
111,20241.5,0.86212,0.93481,1.31536,0.87645,0.83064,0.88051,0.69706,0.67984,0.61423,1.08425,0.00733031,0.00733031,0.00733031
112,20423.7,0.85783,0.92727,1.31622,0.88985,0.82061,0.87765,0.69516,0.67958,0.63208,1.08252,0.00728717,0.00728717,0.00728717
113,20606.1,0.86008,0.94381,1.31923,0.88076,0.82879,0.87976,0.69657,0.68916,0.63481,1.09139,0.00724382,0.00724382,0.00724382
114,20788,0.85891,0.94147,1.3135,0.89143,0.82601,0.88381,0.69859,0.695,0.62558,1.09645,0.00720028,0.00720028,0.00720028
115,20970.4,0.86993,0.94107,1.31629,0.88969,0.82695,0.8772,0.69229,0.69523,0.63869,1.09852,0.00715656,0.00715656,0.00715656
116,21152.2,0.85319,0.93272,1.30855,0.89822,0.81386,0.88213,0.69381,0.69755,0.63097,1.09557,0.00711266,0.00711266,0.00711266
117,21334.4,0.84623,0.91791,1.30674,0.88901,0.8206,0.88102,0.69443,0.68708,0.62108,1.08275,0.00706857,0.00706857,0.00706857
118,21516.5,0.85556,0.9235,1.31477,0.89125,0.82337,0.88562,0.69521,0.68289,0.62225,1.07846,0.00702432,0.00702432,0.00702432
119,21698.7,0.8411,0.92142,1.30654,0.89409,0.82116,0.88677,0.69996,0.68606,0.61629,1.08116,0.0069799,0.0069799,0.0069799
120,21880.7,0.85295,0.91504,1.31176,0.88447,0.84172,0.88855,0.70002,0.69049,0.6092,1.08845,0.00693532,0.00693532,0.00693532
121,22062.9,0.84858,0.90633,1.30467,0.8834,0.84862,0.89094,0.70192,0.68062,0.6075,1.08085,0.00689058,0.00689058,0.00689058
122,22245.5,0.85655,0.92,1.31462,0.87543,0.85789,0.89206,0.70342,0.6782,0.60961,1.08038,0.00684568,0.00684568,0.00684568
123,22427.9,0.84767,0.90927,1.2979,0.86907,0.85778,0.89109,0.70348,0.68191,0.61718,1.08444,0.00680064,0.00680064,0.00680064
124,22610,0.84722,0.91094,1.30222,0.89392,0.83426,0.88868,0.703,0.68041,0.61873,1.08569,0.00675546,0.00675546,0.00675546
125,22792.4,0.84235,0.89941,1.30142,0.87509,0.85674,0.88732,0.70267,0.67981,0.6243,1.08161,0.00671014,0.00671014,0.00671014
126,22974.8,0.84315,0.89514,1.29607,0.87778,0.86034,0.89063,0.70281,0.67715,0.61379,1.07891,0.00666469,0.00666469,0.00666469
127,23157.3,0.82927,0.89299,1.29183,0.87685,0.85321,0.89065,0.70363,0.67707,0.61128,1.07732,0.0066191,0.0066191,0.0066191
128,23339.2,0.83559,0.89523,1.29715,0.8668,0.85781,0.8891,0.70321,0.67802,0.60984,1.07709,0.0065734,0.0065734,0.0065734
129,23521.4,0.8397,0.89807,1.29407,0.85849,0.8554,0.88584,0.7009,0.67604,0.61555,1.07304,0.00652758,0.00652758,0.00652758
130,23703.5,0.83893,0.90295,1.30333,0.87512,0.84794,0.88753,0.7006,0.67001,0.61479,1.06653,0.00648164,0.00648164,0.00648164
131,23885.8,0.8421,0.9062,1.2995,0.88805,0.84494,0.88919,0.70499,0.67188,0.61684,1.06671,0.0064356,0.0064356,0.0064356
132,24067.6,0.83054,0.89027,1.29718,0.88364,0.8416,0.89098,0.70737,0.66879,0.61553,1.06513,0.00638946,0.00638946,0.00638946
133,24249.8,0.8221,0.87049,1.29097,0.89683,0.83316,0.88879,0.7069,0.67158,0.60958,1.06801,0.00634322,0.00634322,0.00634322
134,24431.9,0.82563,0.87559,1.29549,0.91059,0.82958,0.89227,0.70628,0.67458,0.60634,1.07018,0.00629688,0.00629688,0.00629688
135,24614.1,0.83932,0.87949,1.29272,0.92858,0.81116,0.88742,0.70292,0.67779,0.60599,1.07307,0.00625046,0.00625046,0.00625046
136,24796.3,0.83381,0.88859,1.29239,0.92326,0.81044,0.88558,0.70175,0.67869,0.60773,1.07398,0.00620396,0.00620396,0.00620396
137,24978.3,0.82804,0.87427,1.29275,0.93039,0.80424,0.88785,0.70503,0.67705,0.60477,1.07229,0.00615737,0.00615737,0.00615737
138,25160.2,0.81501,0.86884,1.28889,0.90695,0.82032,0.88921,0.70646,0.67732,0.60396,1.07318,0.00611072,0.00611072,0.00611072
139,25342.4,0.81909,0.8667,1.28833,0.91188,0.81964,0.8875,0.70398,0.67551,0.60635,1.07134,0.006064,0.006064,0.006064
140,25524.5,0.82583,0.87175,1.29087,0.92758,0.81225,0.88894,0.70637,0.67466,0.60815,1.07089,0.00601722,0.00601722,0.00601722
141,25706.7,0.82296,0.85795,1.28454,0.92517,0.80918,0.8895,0.70688,0.6728,0.60013,1.06839,0.00597038,0.00597038,0.00597038
142,25888.7,0.81523,0.86029,1.28673,0.92499,0.81167,0.89063,0.70638,0.67008,0.59838,1.06753,0.00592349,0.00592349,0.00592349
143,26071.2,0.82975,0.8653,1.28819,0.92351,0.81315,0.89432,0.70812,0.67177,0.59644,1.0687,0.00587655,0.00587655,0.00587655
144,26253.4,0.81968,0.86401,1.28922,0.92981,0.80914,0.89572,0.70981,0.67091,0.59553,1.06874,0.00582957,0.00582957,0.00582957
145,26435.5,0.81941,0.84817,1.28294,0.92426,0.81347,0.89471,0.71047,0.67071,0.59191,1.06837,0.00578256,0.00578256,0.00578256
146,26617.8,0.80447,0.8442,1.27636,0.92593,0.81319,0.89466,0.70841,0.66944,0.59065,1.06754,0.00573551,0.00573551,0.00573551
147,26799.9,0.81934,0.8577,1.28547,0.92662,0.81431,0.89459,0.70995,0.66927,0.58647,1.06708,0.00568844,0.00568844,0.00568844
148,26982.1,0.81078,0.84686,1.27756,0.93702,0.80556,0.89487,0.71083,0.66791,0.58683,1.065,0.00564135,0.00564135,0.00564135
149,27164.3,0.80236,0.84273,1.27534,0.92891,0.81196,0.89412,0.70964,0.66617,0.5842,1.0631,0.00559424,0.00559424,0.00559424
150,27346.2,0.8083,0.84003,1.27718,0.91646,0.8133,0.8944,0.71004,0.66857,0.58435,1.06638,0.00554712,0.00554712,0.00554712
151,27528.2,0.80928,0.85386,1.27604,0.91329,0.81884,0.89443,0.71174,0.66929,0.58524,1.06685,0.0055,0.0055,0.0055
152,27710.3,0.80282,0.84146,1.27484,0.92151,0.81884,0.89363,0.70929,0.66987,0.58259,1.06834,0.00545288,0.00545288,0.00545288
153,27892.4,0.8085,0.83966,1.27461,0.91987,0.81884,0.89299,0.70844,0.66963,0.5846,1.06823,0.00540576,0.00540576,0.00540576
154,28074.3,0.80496,0.84168,1.27971,0.92098,0.81884,0.89307,0.70895,0.66835,0.58485,1.0672,0.00535865,0.00535865,0.00535865
155,28256.6,0.80463,0.82839,1.27265,0.92304,0.81866,0.89528,0.70973,0.66797,0.58699,1.06655,0.00531156,0.00531156,0.00531156
156,28438.6,0.7865,0.81926,1.26155,0.91888,0.81812,0.89452,0.71169,0.66786,0.58842,1.06679,0.00526449,0.00526449,0.00526449
157,28620.7,0.80692,0.83313,1.27337,0.9169,0.81357,0.89354,0.71158,0.66839,0.59156,1.06766,0.00521744,0.00521744,0.00521744
158,28802.9,0.8125,0.84679,1.28301,0.92174,0.80889,0.89079,0.71087,0.66806,0.59433,1.06807,0.00517043,0.00517043,0.00517043
159,28984.9,0.80008,0.82935,1.27011,0.93162,0.80069,0.89062,0.71136,0.66842,0.5946,1.06892,0.00512345,0.00512345,0.00512345
160,29166.7,0.78222,0.80018,1.25944,0.9318,0.80345,0.88906,0.71066,0.66876,0.59374,1.06965,0.00507651,0.00507651,0.00507651
161,29348.9,0.80835,0.83824,1.27609,0.92766,0.80362,0.88956,0.71123,0.66978,0.59497,1.07037,0.00502962,0.00502962,0.00502962
162,29531.1,0.81753,0.83538,1.27885,0.92775,0.80305,0.88931,0.7113,0.66895,0.59337,1.07003,0.00498278,0.00498278,0.00498278
163,29713.2,0.80135,0.81939,1.27056,0.9252,0.80362,0.89035,0.71027,0.66842,0.59367,1.06939,0.004936,0.004936,0.004936
164,29895.3,0.79453,0.82395,1.26699,0.92576,0.80358,0.89029,0.7113,0.66728,0.59451,1.06827,0.00488928,0.00488928,0.00488928
165,30077.4,0.78942,0.81218,1.26486,0.91049,0.80889,0.8905,0.71096,0.66694,0.59514,1.06867,0.00484263,0.00484263,0.00484263
166,30259.8,0.80062,0.81917,1.26763,0.92524,0.80362,0.89047,0.71119,0.66528,0.59407,1.06714,0.00479604,0.00479604,0.00479604
167,30442.3,0.77991,0.79464,1.2575,0.92583,0.80362,0.88962,0.71083,0.66457,0.59673,1.06667,0.00474954,0.00474954,0.00474954
168,30625.6,0.80113,0.81753,1.26471,0.92171,0.80517,0.88553,0.71042,0.66461,0.59707,1.06658,0.00470312,0.00470312,0.00470312
169,30810.1,0.78454,0.80838,1.25228,0.92021,0.80362,0.88629,0.71035,0.66297,0.5986,1.06558,0.00465678,0.00465678,0.00465678
170,30994.6,0.76745,0.79068,1.2526,0.92011,0.80362,0.8863,0.71107,0.66203,0.59658,1.06473,0.00461054,0.00461054,0.00461054
171,31176.7,0.78714,0.78394,1.25707,0.91963,0.80362,0.88655,0.70995,0.66167,0.59496,1.06481,0.0045644,0.0045644,0.0045644
172,31359.1,0.79038,0.79776,1.26006,0.90211,0.81855,0.88664,0.7101,0.6615,0.59483,1.06503,0.00451836,0.00451836,0.00451836
173,31541.5,0.79201,0.81568,1.26678,0.90961,0.81079,0.88667,0.70999,0.66144,0.595,1.06484,0.00447242,0.00447242,0.00447242
174,31723.5,0.78042,0.80104,1.25588,0.90431,0.81797,0.8872,0.7088,0.66234,0.5937,1.06524,0.0044266,0.0044266,0.0044266
175,31905.7,0.79079,0.79399,1.25737,0.90319,0.82103,0.88784,0.70951,0.66212,0.59343,1.06483,0.0043809,0.0043809,0.0043809
176,32087.9,0.78861,0.79305,1.25623,0.90478,0.81866,0.88814,0.71011,0.66186,0.59304,1.06433,0.00433531,0.00433531,0.00433531
177,32270,0.7796,0.78218,1.2534,0.90936,0.81586,0.88814,0.70948,0.66117,0.59229,1.06367,0.00428986,0.00428986,0.00428986
178,32452,0.78149,0.79915,1.26142,0.90969,0.81646,0.88859,0.71007,0.66041,0.59086,1.06306,0.00424454,0.00424454,0.00424454
179,32634.1,0.78355,0.79746,1.2572,0.9121,0.81693,0.88866,0.71075,0.65973,0.5905,1.06251,0.00419936,0.00419936,0.00419936
180,32816.1,0.78187,0.79512,1.25285,0.91259,0.81855,0.88741,0.70975,0.65797,0.59154,1.06072,0.00415432,0.00415432,0.00415432
181,32998.2,0.76914,0.78531,1.24822,0.91308,0.81855,0.88864,0.71081,0.65783,0.59088,1.06067,0.00410942,0.00410942,0.00410942
182,33180.3,0.77696,0.7902,1.25115,0.91673,0.80582,0.88869,0.7098,0.65712,0.59115,1.06025,0.00406468,0.00406468,0.00406468
183,33362.2,0.77839,0.78511,1.25331,0.91798,0.80582,0.88845,0.70971,0.65686,0.59091,1.05997,0.0040201,0.0040201,0.0040201
184,33544,0.76134,0.76367,1.24332,0.91864,0.80667,0.88851,0.70908,0.65736,0.59128,1.05985,0.00397568,0.00397568,0.00397568
